0.002280
-727379968	1	0.000000	1536.000000	0.000000
-727379968	4	0.000000	1.000000	0.000000
1000000000	4	0.000000	1536.000000	0.000000
1000000000	4	0.000000	1536.000000	0.000000
1000000000.000000	4	0.161641	1536.000000	0.000105
1000000000.000000	4	0.123472	128.000000	0.000965
-727379968.000000	4	-1.473324	128.000000	-0.011510
-727379968.000000	4	-82.845100	128.000000	-0.647227
-727379968.000000	1	-6.822172	128.000000	-0.053298
-727379968.000000	1	-4.378378	128.000000	-0.034206
%	-727379968	-0.106046	128.000000	-0.000828
-727379968	2	-0.212044	128.000000	-0.001657
1000000000000	2	-759.065125	128.000000	-5.930196
1000000000000	2	176.708099	128.000000	1.380532
1000000000000	4	-265.504120	128.000000	-2.074251
1000000000000	4	4357.677734	128.000000	34.044357
1000000000000	4	-508.243774	128.000000	-3.970654
1000000000000	4	-582.937500	128.000000	-4.554199
1000000000000	4	549.894653	128.000000	4.296052
1000000000000	1	157.700089	64.000000	2.464064
1000000000000	2	-906.404602	64.000000	-14.162572
1000000000000	2	103.662392	64.000000	1.619725
1000000000000	2	304.819489	64.000000	4.762805
1000000000000	2	-444.893341	64.000000	-6.951458
1000000000000	2	-3478.501465	64.000000	-54.351585
1000000000000	4	-392.182953	64.000000	-6.127859
1000000000000	4	1911.095337	64.000000	29.860865
1000000000000	4	409.809174	64.000000	6.403268
1000000000000	1	164.862518	128.000000	1.287988
1000000000000	2	100.225616	128.000000	0.783013
1000000000000	4	138.391251	128.000000	1.081182
1000000000000	4	114.791191	128.000000	0.896806
1000000000000	1	154.945312	128.000000	1.210510
1000000000000	1	-413.062714	128.000000	-3.227052
1000000000000	4	215.978531	128.000000	1.687332
1000000000000	4	0.911704	128.000000	0.007123
